time_s,time_us,time_steady,ofs_i,mag_i,ofs_q,mag_q,post_status,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656909110,984000,2455802,-8,120,5,121,0,225,11,0,2022-07-04T07:31:50,-255,-4.2336,1656909120.19314,2022-07-04T07:32:00,-255171,-4.25285,96.92746932755364
1656909124,981000,2469799,-14,91,10,88,0,114,11,0,2022-07-04T07:32:04,-241,-4.0003166666666665,1656909130.7857208,2022-07-04T07:32:10,-241174,-4.019566666666667,96.83333089436339
1656909134,966000,2479783,-13,102,7,100,0,144,11,0,2022-07-04T07:32:14,-231,-3.8339,1656909144.312424,2022-07-04T07:32:24,-231190,-3.8531666666666666,97.28864490190558
1656909142,918000,2487735,-18,100,13,95,0,116,11,0,2022-07-04T07:32:22,-223,-3.7013666666666665,1656909154.791373,2022-07-04T07:32:34,-223238,-3.7206333333333332,97.41363301318653
1656909157,929000,2502746,-15,96,9,91,0,26,11,0,2022-07-04T07:32:37,-208,-3.4511833333333333,1656909168.766284,2022-07-04T07:32:48,-208227,-3.47045,97.0725024645226
1656909171,946000,2516763,-66,78,16,124,0,164,11,0,2022-07-04T07:32:51,-194,-3.217566666666667,1656909179.43958,2022-07-04T07:32:59,-194210,-3.2368333333333337,97.13487561924815
1656909184,950000,2529767,-7,115,6,110,0,24,11,0,2022-07-04T07:33:04,-181,-3.0008333333333335,1656909193.404028,2022-07-04T07:33:13,-181206,-3.0201,96.67354829647105
1656909191,977000,2536794,-9,152,3,149,0,225,11,0,2022-07-04T07:33:11,-174,-2.8837166666666665,1656909203.546737,2022-07-04T07:33:23,-174179,-2.9029833333333332,96.36837098635851
1656909201,954000,2546771,-10,131,6,127,0,255,11,0,2022-07-04T07:33:21,-164,-2.717433333333333,1656909213.539461,2022-07-04T07:33:33,-164202,-2.7367,96.84366090942913
1656909217,981000,2562798,-12,141,3,133,0,189,11,0,2022-07-04T07:33:37,-148,-2.4503166666666667,1656909227.323225,2022-07-04T07:33:47,-148175,-2.4695833333333335,96.59381866455078
1656909229,951000,2574767,-9,115,2,110,0,18,11,0,2022-07-04T07:33:49,-136,-2.2508166666666667,1656909238.4197369,2022-07-04T07:33:58,-136206,-2.2701,96.59381866455078
1656909242,938000,2587754,-15,76,-3,80,0,134,11,0,2022-07-04T07:34:02,-123,-2.0343666666666667,1656909252.3100998,2022-07-04T07:34:12,-123219,-2.0536499999999998,97.61377479530033
1656909254,948000,2599764,-10,118,4,114,0,222,11,0,2022-07-04T07:34:14,-111,-1.8342,1656909262.342644,2022-07-04T07:34:22,-111209,-1.8534833333333334,97.06958797420985
1656909266,955000,2611772,-11,126,6,124,0,47,11,0,2022-07-04T07:34:26,-99,-1.6340833333333333,1656909276.7156088,2022-07-04T07:34:36,-99201,-1.6533499999999999,98.10012485145157
1656909300,1000,2644817,-16,96,12,88,0,216,11,0,2022-07-04T07:35:00,-65,-1.0833166666666665,1656909310.4415798,2022-07-04T07:35:10,-66156,-1.1026,97.87637774833568
1656909312,991000,2657807,-9,127,8,130,0,76,11,0,2022-07-04T07:35:12,-53,-0.8668166666666667,1656909320.724452,2022-07-04T07:35:20,-53166,-0.8861,97.79396149475934
1656909324,996000,2669811,-10,114,11,109,0,155,11,0,2022-07-04T07:35:24,-41,-0.6667333333333333,1656909330.5975769,2022-07-04T07:35:30,-41162,-0.6860333333333333,98.44838795854861
1656909335,998000,2680813,-14,132,9,129,0,208,11,0,2022-07-04T07:35:35,-30,-0.48336666666666667,1656909344.368237,2022-07-04T07:35:44,-30160,-0.5026666666666667,98.20537819185986
1656909347,0,2691815,-9,121,7,111,0,11,11,0,2022-07-04T07:35:47,-18,-0.3,1656909354.919229,2022-07-04T07:35:54,-19158,-0.31930000000000003,98.52917305793514
1656909358,2000,2702818,-16,91,12,86,0,70,11,0,2022-07-04T07:35:58,-7,-0.11663333333333334,1656909367.622844,2022-07-04T07:36:07,-8155,-0.13591666666666666,97.72537825336535
1656909380,975000,2725790,-8,122,4,114,0,206,11,0,2022-07-04T07:36:20,15,0.26625,1656909388.8539488,2022-07-04T07:36:28,14817,0.24695,181.49435787816458
1656909392,972000,2737787,-11,102,2,97,0,33,11,0,2022-07-04T07:36:32,27,0.4662,1656909402.3959439,2022-07-04T07:36:42,26814,0.4469,253.04587294198242
1656909405,1000,2749816,-7,118,5,116,0,121,11,0,2022-07-04T07:36:45,40,0.6666833333333333,1656909412.379633,2022-07-04T07:36:52,38843,0.6473833333333334,330.4374339282331
1656909410,961000,2755777,-14,113,5,134,0,36,11,0,2022-07-04T07:36:50,45,0.7660166666666667,1656909428.1797159,2022-07-04T07:37:08,44804,0.7467333333333334,368.56607580488657
1656909429,4000,2773819,-11,140,4,133,0,38,11,0,2022-07-04T07:37:09,64,1.0667333333333333,1656909438.8301718,2022-07-04T07:37:18,62846,1.0474333333333332,477.5973794922865
1656909442,963000,2787778,-10,103,9,100,0,171,11,0,2022-07-04T07:37:22,77,1.2993833333333333,1656909449.614177,2022-07-04T07:37:29,76805,1.2800833333333335,559.6474145977616
1656909455,973000,2800788,-13,117,7,114,0,31,11,0,2022-07-04T07:37:35,90,1.5162166666666665,1656909463.325645,2022-07-04T07:37:43,89815,1.4969166666666667,644.6032069857449
1656909466,977000,2811792,-12,108,11,101,0,90,11,0,2022-07-04T07:37:46,101,1.6996166666666668,1656909473.8251798,2022-07-04T07:37:53,100819,1.6803166666666667,716.2366152956473
1656909479,973000,2824788,-15,112,4,108,0,205,11,0,2022-07-04T07:37:59,114,1.9162166666666667,1656909487.3856199,2022-07-04T07:38:07,113815,1.8969166666666666,794.8800239603083
1656909490,3000,2834817,-2,130,3,128,0,223,11,0,2022-07-04T07:38:10,125,2.0833833333333334,1656909498.176512,2022-07-04T07:38:18,123844,2.0640666666666667,851.4138846160537
1656909502,955000,2847769,-13,109,3,110,0,82,11,0,2022-07-04T07:38:22,137,2.2992500000000002,1656909511.7383249,2022-07-04T07:38:31,136796,2.279933333333333,925.7724242693853
1656909515,34000,2859848,-13,50,0,53,0,171,11,0,2022-07-04T07:38:35,150,2.5005666666666664,1656909521.8093529,2022-07-04T07:38:41,148875,2.48125,998.7378239563241
1656909525,951000,2870766,-12,108,8,101,0,228,11,0,2022-07-04T07:38:45,160,2.6825166666666664,1656909532.719781,2022-07-04T07:38:52,159793,2.6632166666666666,1063.8411147506993
1656909539,4000,2883818,-11,111,-1,107,0,78,11,0,2022-07-04T07:38:59,174,2.9000666666666666,1656909546.4500408,2022-07-04T07:39:06,172845,2.88075,1142.603827111733
1656909549,970000,2894784,-11,108,10,103,0,133,11,0,2022-07-04T07:39:09,184,3.0828333333333333,1656909557.8420088,2022-07-04T07:39:17,183811,3.0635166666666667,1211.0692463473108
1656909562,968000,2907782,-14,82,-4,78,0,249,11,0,2022-07-04T07:39:22,197,3.2994666666666665,1656909570.9694998,2022-07-04T07:39:30,196809,3.28015,1284.6477584656095
1656909573,990000,2918804,-8,142,2,135,0,52,11,0,2022-07-04T07:39:33,208,3.483166666666667,1656909581.7648609,2022-07-04T07:39:41,207831,3.46385,1347.1991078070675
1656909586,972000,2931786,-4,95,3,88,0,161,11,0,2022-07-04T07:39:46,221,3.6995333333333336,1656909595.445468,2022-07-04T07:39:55,220813,3.6802166666666665,1461.1891132844044
1656909598,958000,2943772,-4,130,2,129,0,241,11,0,2022-07-04T07:39:58,233,3.8992999999999998,1656909605.9944649,2022-07-04T07:40:05,232799,3.8799833333333336,1502.2008964856564
1656909609,969000,2954783,-7,110,7,98,0,44,11,0,2022-07-04T07:40:09,244,4.082816666666667,1656909619.56446,2022-07-04T07:40:19,243810,4.0635,1564.2766583857415
1656909620,984000,2965797,1,162,15,141,0,103,11,0,2022-07-04T07:40:20,255,4.2664,1656909630.4960558,2022-07-04T07:40:30,254824,4.247066666666667,1634.2137253597705
1656909634,4000,2978817,-13,103,7,99,0,219,11,0,2022-07-04T07:40:34,269,4.4834000000000005,1656909640.2761838,2022-07-04T07:40:40,267844,4.464066666666667,1712.1447688989233
1656909643,980000,2988793,-3,184,-4,179,0,236,11,0,2022-07-04T07:40:43,278,4.649666666666667,1656909653.9173958,2022-07-04T07:40:53,277820,4.630333333333334,1773.737410919096
1656909656,918000,3001732,-5,129,0,125,0,93,11,0,2022-07-04T07:40:56,291,4.8653,1656909664.647421,2022-07-04T07:41:04,290759,4.845983333333334,1849.888433735657
1656909669,977000,3014790,-14,110,10,105,0,210,11,0,2022-07-04T07:41:09,304,5.082949999999999,1656909678.1786568,2022-07-04T07:41:18,303817,5.063616666666666,1936.517494726731
1656909681,972000,3026785,-13,110,0,109,0,41,11,0,2022-07-04T07:41:21,316,5.282866666666666,1656909688.688809,2022-07-04T07:41:28,315812,5.263533333333333,2014.2265693624424
1656909693,994000,3038806,-16,91,-3,92,0,118,11,0,2022-07-04T07:41:33,328,5.483233333333334,1656909699.65812,2022-07-04T07:41:39,327833,5.463883333333333,2093.60382131598
1656909705,981000,3050794,-1,125,-1,124,0,202,11,0,2022-07-04T07:41:45,340,5.683016666666666,1656909713.6999528,2022-07-04T07:41:53,339821,5.663683333333334,2171.3064731600766
1656909714,963000,3059776,-3,134,3,130,0,203,11,0,2022-07-04T07:41:54,349,5.832716666666667,1656909724.199457,2022-07-04T07:42:04,348803,5.813383333333333,2229.5349568908814
1656909739,974000,3084787,-2,61,-2,49,0,143,11,0,2022-07-04T07:42:19,374,6.2495666666666665,1656909747.949944,2022-07-04T07:42:27,373814,6.2302333333333335,2383.0816585485454
1656909764,984000,3109796,-11,53,1,96,0,83,11,0,2022-07-04T07:42:44,399,6.666399999999999,1656909772.270684,2022-07-04T07:42:52,398823,6.647049999999999,2534.5215450290175
1656909771,975000,3116787,9,140,3,109,0,27,11,0,2022-07-04T07:42:51,406,6.782916666666667,1656909782.862808,2022-07-04T07:43:02,405814,6.763566666666667,2573.933471319514
1656909786,989000,3131801,-15,101,12,104,0,198,11,0,2022-07-04T07:43:06,421,7.03315,1656909795.602764,2022-07-04T07:43:15,420828,7.0138,2659.117470412659
1656909799,1000,3143813,0,136,-2,135,0,17,11,0,2022-07-04T07:43:19,434,7.23335,1656909806.525169,2022-07-04T07:43:26,432840,7.2139999999999995,2730.703817822146
1656909823,959000,3168771,-1,136,-3,133,0,219,11,0,2022-07-04T07:43:43,458,7.6493166666666665,1656909830.652237,2022-07-04T07:43:50,457798,7.629966666666666,2881.4377793004105
1656909829,982000,3174793,-10,100,3,91,0,135,11,0,2022-07-04T07:43:49,464,7.749700000000001,1656909840.062276,2022-07-04T07:44:00,463820,7.730333333333333,2916.7153726129295
1656909844,960000,3189772,-4,137,-1,137,0,40,11,0,2022-07-04T07:44:04,479,7.999333333333333,1656909854.514585,2022-07-04T07:44:14,478799,7.979983333333333,3026.3819354877437
1656909880,969000,3225781,1,140,-6,136,0,44,11,0,2022-07-04T07:44:40,515,8.599483333333334,1656909888.6631758,2022-07-04T07:44:48,514808,8.580133333333333,3217.183279020737
1656909888,976000,3233788,-4,94,-2,91,0,16,11,0,2022-07-04T07:44:48,523,8.732933333333333,1656909899.133036,2022-07-04T07:44:59,522815,8.713583333333334,3266.9335587632168
1656909905,979000,3250790,-7,109,-2,100,0,233,11,0,2022-07-04T07:45:05,540,9.016316666666667,1656909912.807116,2022-07-04T07:45:12,539817,8.99695,3374.326145275733
1656909926,994000,3271805,-7,105,6,103,0,66,11,0,2022-07-04T07:45:26,561,9.366566666666667,1656909935.9567409,2022-07-04T07:45:35,560832,9.347199999999999,3494.998107639532
1656909938,983000,3283794,-7,129,2,120,0,152,11,0,2022-07-04T07:45:38,573,9.566383333333333,1656909946.655853,2022-07-04T07:45:46,572821,9.547016666666668,3563.5278751411624
1656909949,992000,3294803,-7,105,8,101,0,199,11,0,2022-07-04T07:45:49,584,9.749866666666666,1656909957.104313,2022-07-04T07:45:57,583830,9.730500000000001,3632.874821087659
1656909955,964000,3300775,-8,128,3,117,0,114,11,0,2022-07-04T07:45:55,590,9.849400000000001,1656909970.915809,2022-07-04T07:46:10,589802,9.830033333333335,3670.493944488748
1656909970,964000,3315775,-7,107,3,104,0,31,11,0,2022-07-04T07:46:10,605,10.099400000000001,1656909981.404388,2022-07-04T07:46:21,604802,10.080033333333335,3763.5666782698413
1656909984,986000,3329797,-8,128,3,123,0,176,11,0,2022-07-04T07:46:24,619,10.3331,1656909994.0443408,2022-07-04T07:46:34,618824,10.313733333333333,3847.618628537845
1656909996,985000,3341796,-3,137,0,126,0,251,11,0,2022-07-04T07:46:36,631,10.533083333333334,1656910004.8845558,2022-07-04T07:46:44,630823,10.513716666666665,3915.198038631687
1656910007,961000,3352772,-5,107,6,104,0,52,11,0,2022-07-04T07:46:47,642,10.716016666666667,1656910015.4853969,2022-07-04T07:46:55,641799,10.69665,3981.3074477586165
1656910018,985000,3363795,-10,114,7,110,0,111,11,0,2022-07-04T07:46:58,653,10.899750000000001,1656910028.344913,2022-07-04T07:47:08,652822,10.880366666666667,4045.9350735390326
1656910054,988000,3399799,-3,126,-7,114,0,103,11,0,2022-07-04T07:47:34,689,11.4998,1656910062.955113,2022-07-04T07:47:42,688826,11.480433333333334,4255.118311596977
1656910066,980000,3411790,-8,109,4,107,0,190,11,0,2022-07-04T07:47:46,701,11.699666666666667,1656910073.7254488,2022-07-04T07:47:53,700817,11.680283333333334,4327.486017592362
1656910079,969000,3424780,-4,127,-6,112,0,50,11,0,2022-07-04T07:47:59,714,11.91615,1656910087.504917,2022-07-04T07:48:07,713807,11.896783333333333,4409.216164995342
1656910089,978000,3434789,0,139,0,132,0,79,11,0,2022-07-04T07:48:09,724,12.082966666666666,1656910098.325124,2022-07-04T07:48:18,723816,12.063600000000001,4467.535407744479
1656910103,998000,3448808,-4,102,-2,113,0,211,11,0,2022-07-04T07:48:23,738,12.316633333333334,1656910112.185137,2022-07-04T07:48:32,737835,12.29725,4560.298172320973
1656910114,970000,3459781,-3,101,1,114,0,13,11,0,2022-07-04T07:48:34,749,12.499500000000001,1656910122.1961129,2022-07-04T07:48:42,748808,12.480133333333333,4624.443652759414
1656910138,955000,3483766,-4,110,5,111,0,187,11,0,2022-07-04T07:48:58,773,12.89925,1656910146.455245,2022-07-04T07:49:06,772793,12.879883333333334,4773.75421514351
1656910151,943000,3496753,-2,114,-7,111,0,33,11,0,2022-07-04T07:49:11,786,13.115716666666666,1656910156.8758168,2022-07-04T07:49:16,785780,13.096333333333332,4842.943381597628
1656910162,961000,3507772,-8,89,-7,85,0,92,11,0,2022-07-04T07:49:22,797,13.29935,1656910170.3860729,2022-07-04T07:49:30,796799,13.279983333333332,4910.817865191095
1656910175,1000,3519811,-4,114,-4,111,0,180,11,0,2022-07-04T07:49:35,810,13.500016666666665,1656910181.1054878,2022-07-04T07:49:41,808838,13.480633333333333,4985.199416029103
1656910185,978000,3530788,-1,134,0,137,0,238,11,0,2022-07-04T07:49:45,820,13.682966666666665,1656910194.6950128,2022-07-04T07:49:54,819815,13.663583333333333,5054.458039023444
1656910197,958000,3542768,-4,115,-2,115,0,57,11,0,2022-07-04T07:49:57,832,13.882633333333333,1656910205.426997,2022-07-04T07:50:05,831795,13.863249999999999,5125.8981757118645
1656910208,981000,3553791,-7,122,5,119,0,113,11,0,2022-07-04T07:50:08,843,14.06635,1656910218.4045799,2022-07-04T07:50:18,842818,14.046966666666666,5197.223962561159
1656910221,963000,3566773,-4,117,-1,112,0,228,11,0,2022-07-04T07:50:21,856,14.282716666666666,1656910229.0855849,2022-07-04T07:50:29,855800,14.263333333333332,5279.395857394481
1656910228,956000,3573766,-10,87,3,91,0,172,11,0,2022-07-04T07:50:28,863,14.399266666666668,1656910239.6066408,2022-07-04T07:50:39,862793,14.379883333333334,5333.180265398387
1656910244,961000,3589772,-3,145,6,126,0,109,11,0,2022-07-04T07:50:44,879,14.666016666666668,1656910253.3136358,2022-07-04T07:50:53,878799,14.64665,5450.432810190924
1656910256,958000,3601769,-8,127,-1,120,0,191,11,0,2022-07-04T07:50:56,891,14.865966666666667,1656910264.013532,2022-07-04T07:51:04,890796,14.8466,5512.421936815497
1656910268,948000,3613758,-1,122,2,113,0,22,11,0,2022-07-04T07:51:08,903,15.0658,1656910277.826629,2022-07-04T07:51:17,902785,15.046416666666666,5585.253013711522
