time_s,time_us,time_steady,noise_per_ms,agc_cnt,a_status,a_power,jam_ind,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656913429,881000,6774715,108,4080,2,1,71,168,11,0,2022-07-04T08:43:49,4064,67.74801666666666,1656913435.427053,2022-07-04T08:43:55,4063742,67.72903333333333,23290.197413618018
1656913440,891000,6785725,105,3740,2,1,126,221,11,0,2022-07-04T08:44:00,4075,67.93151666666667,1656913449.126232,2022-07-04T08:44:09,4074752,67.91253333333333,23347.050572241973
1656913449,899000,6794734,97,3570,2,1,121,222,11,0,2022-07-04T08:44:09,4084,68.08165,1656913459.636204,2022-07-04T08:44:19,4083761,68.06268333333334,23394.21742015514
1656913464,896000,6809730,95,4080,2,1,66,138,11,0,2022-07-04T08:44:24,4099,68.3316,1656913473.367516,2022-07-04T08:44:33,4098757,68.31261666666666,23475.089565659553
1656913475,894000,6820728,87,4080,2,1,66,186,11,0,2022-07-04T08:44:35,4110,68.5149,1656913484.206429,2022-07-04T08:44:44,4109755,68.49591666666667,23535.138894329375
1656913487,855000,6832690,100,3740,2,1,104,13,11,0,2022-07-04T08:44:47,4122,68.71424999999999,1656913497.826781,2022-07-04T08:44:57,4121717,68.69528333333332,23606.466470881925
1656913500,879000,6845713,92,3740,2,1,130,129,11,0,2022-07-04T08:45:00,4135,68.93131666666666,1656913507.836768,2022-07-04T08:45:07,4134740,68.91233333333334,23670.646178439885
1656913507,868000,6852702,91,3910,2,1,113,73,11,0,2022-07-04T08:45:07,4142,69.04780000000001,1656913518.4660249,2022-07-04T08:45:18,4141729,69.02881666666667,23712.28179295636
1656913522,895000,6867729,96,3910,2,1,111,239,11,0,2022-07-04T08:45:22,4157,69.29825000000001,1656913532.096117,2022-07-04T08:45:32,4156756,69.27926666666667,23791.87601181227
1656913535,867000,6880701,88,3740,2,1,112,92,11,0,2022-07-04T08:45:35,4170,69.51445,1656913541.806129,2022-07-04T08:45:41,4169728,69.49546666666667,23870.767474187513
1656913546,904000,6891738,94,4080,2,1,63,151,11,0,2022-07-04T08:45:46,4181,69.6984,1656913555.537272,2022-07-04T08:45:55,4180765,69.67941666666667,23934.648146256426
1656913558,857000,6903692,89,3910,2,1,134,237,11,0,2022-07-04T08:45:58,4193,69.89761666666666,1656913566.196049,2022-07-04T08:46:06,4192719,69.87865000000001,23994.548393224097
1656913564,920000,6909755,89,4080,2,1,68,154,11,0,2022-07-04T08:46:04,4199,69.99866666666667,1656913579.896512,2022-07-04T08:46:19,4198782,69.97970000000001,24026.055341244104
1656913582,869000,6927703,90,3910,2,1,142,142,11,0,2022-07-04T08:46:22,4217,70.29781666666666,1656913590.6804,2022-07-04T08:46:30,4216730,70.27883333333332,24129.210105622406
1656913607,865000,6952699,88,3740,2,1,131,88,11,0,2022-07-04T08:46:47,4242,70.71441666666666,1656913615.096057,2022-07-04T08:46:55,4241726,70.69543333333333,24262.93364995809
1656913612,912000,6957746,109,3740,2,1,132,232,11,0,2022-07-04T08:46:52,4247,70.79853333333334,1656913625.566068,2022-07-04T08:47:05,4246773,70.77955,24286.40498544806
1656913629,883000,6974717,96,3740,2,1,127,192,11,0,2022-07-04T08:47:09,4264,71.08138333333333,1656913639.426293,2022-07-04T08:47:19,4263744,71.0624,24378.656083577946
1656913641,856000,6986690,90,4080,2,1,67,22,11,0,2022-07-04T08:47:21,4276,71.28093333333332,1656913649.917073,2022-07-04T08:47:29,4275717,71.26195,24433.055426976884
1656913648,871000,6993705,90,3740,2,1,123,222,11,0,2022-07-04T08:47:28,4283,71.39785,1656913659.29612,2022-07-04T08:47:39,4282732,71.37886666666667,24476.59818602406
1656913664,881000,7009715,86,3910,2,1,126,160,11,0,2022-07-04T08:47:44,4299,71.66468333333334,1656913673.1164289,2022-07-04T08:47:53,4298742,71.6457,24560.315830223553
1656913676,905000,7021739,90,3740,2,1,120,241,11,0,2022-07-04T08:47:56,4311,71.86508333333333,1656913684.065889,2022-07-04T08:48:04,4310766,71.84609999999999,24616.600134611614
1656913689,856000,7034691,95,4080,2,1,63,99,11,0,2022-07-04T08:48:09,4324,72.08093333333333,1656913697.9365358,2022-07-04T08:48:17,4323718,72.06196666666666,24678.31751237147
1656913701,890000,7046725,106,3740,2,1,125,186,11,0,2022-07-04T08:48:21,4336,72.28150000000001,1656913708.426537,2022-07-04T08:48:28,4335752,72.26253333333334,24740.162681158465
1656913711,861000,7056696,98,3740,2,1,128,205,11,0,2022-07-04T08:48:31,4346,72.44768333333333,1656913721.836165,2022-07-04T08:48:41,4345723,72.42871666666666,24765.49308946104
1656913724,866000,7069700,85,3740,2,1,114,62,11,0,2022-07-04T08:48:44,4359,72.66443333333333,1656913732.4274158,2022-07-04T08:48:52,4358727,72.64545,24837.332604655498
1656913732,904000,7077739,87,3910,2,1,180,35,11,0,2022-07-04T08:48:52,4367,72.7984,1656913743.045773,2022-07-04T08:49:03,4366766,72.77943333333333,24870.194837398187
1656913748,865000,7093700,94,3740,2,1,128,231,11,0,2022-07-04T08:49:08,4383,73.06441666666666,1656913757.075805,2022-07-04T08:49:17,4382727,73.04545,24946.81254730182
1656913760,889000,7105723,112,3740,2,1,121,53,11,0,2022-07-04T08:49:20,4395,73.26481666666668,1656913767.775528,2022-07-04T08:49:27,4394750,73.24583333333334,24999.871041695926
1656913772,873000,7117708,95,4080,2,1,61,139,11,0,2022-07-04T08:49:32,4407,73.46454999999999,1656913781.517752,2022-07-04T08:49:41,4406735,73.44558333333333,25072.519022385583
1656913784,904000,7129739,87,3740,2,1,108,226,11,0,2022-07-04T08:49:44,4419,73.66506666666668,1656913792.256553,2022-07-04T08:49:52,4418766,73.64609999999999,25117.808522517214
1656913796,874000,7141709,93,4250,2,1,79,47,11,0,2022-07-04T08:49:56,4431,73.86456666666666,1656913806.087257,2022-07-04T08:50:06,4430736,73.8456,25175.864309758806
1656913809,897000,7154731,89,3740,2,1,124,159,11,0,2022-07-04T08:50:09,4444,74.08161666666666,1656913816.495488,2022-07-04T08:50:16,4443758,74.06263333333332,25246.310717859822
1656913832,864000,7177698,92,4080,2,1,255,47,11,0,2022-07-04T08:50:32,4467,74.4644,1656913841.2285879,2022-07-04T08:50:41,4466725,74.44541666666667,25384.70442646466
1656913843,900000,7188735,91,3740,2,1,111,96,11,0,2022-07-04T08:50:43,4478,74.64833333333333,1656913850.936281,2022-07-04T08:50:50,4477762,74.62936666666666,25448.03238382377
1656913868,927000,7213762,92,3740,2,1,118,40,11,0,2022-07-04T08:51:08,4503,75.06545,1656913875.0356998,2022-07-04T08:51:15,4502789,75.04648333333333,25580.114225127487
1656913875,892000,7220727,74,4250,2,1,63,239,11,0,2022-07-04T08:51:15,4510,75.18153333333333,1656913888.595301,2022-07-04T08:51:28,4509754,75.16256666666666,25624.97493521127
1656913891,883000,7236717,94,4420,2,1,54,172,11,0,2022-07-04T08:51:31,4526,75.44805,1656913899.3853838,2022-07-04T08:51:39,4525744,75.42906666666666,25707.772204336008
1656913902,896000,7247731,99,3740,2,1,118,230,11,0,2022-07-04T08:51:42,4537,75.63159999999999,1656913909.466764,2022-07-04T08:51:49,4536758,75.61263333333333,25769.75639687073
1656913914,885000,7259720,100,3910,2,1,128,61,11,0,2022-07-04T08:51:54,4549,75.83141666666667,1656913923.7056398,2022-07-04T08:52:03,4548747,75.81245,25832.345753903548
1656913921,875000,7266710,100,3910,2,1,142,5,11,0,2022-07-04T08:52:01,4556,75.94791666666667,1656913933.76608,2022-07-04T08:52:13,4555737,75.92895,25873.675881702417
1656913932,881000,7277716,102,4420,2,1,55,60,11,0,2022-07-04T08:52:12,4567,76.13135000000001,1656913947.036645,2022-07-04T08:52:27,4566743,76.11238333333334,25923.45204606761
1656913947,879000,7292713,94,4420,2,1,50,223,11,0,2022-07-04T08:52:27,4582,76.38131666666666,1656913957.6157,2022-07-04T08:52:37,4581740,76.36233333333332,26016.930105008254
1656913955,881000,7300716,108,3910,2,1,130,196,11,0,2022-07-04T08:52:35,4590,76.51468333333334,1656913968.149333,2022-07-04T08:52:48,4589743,76.49571666666667,26046.688934145113
1656913973,889000,7318724,100,4590,2,1,51,199,11,0,2022-07-04T08:52:53,4608,76.81481666666667,1656913981.657048,2022-07-04T08:53:01,4607751,76.79585,26134.95484329232
1656913984,895000,7329729,82,3910,2,1,124,254,11,0,2022-07-04T08:53:04,4619,76.99825000000001,1656913992.4452279,2022-07-04T08:53:12,4618756,76.97926666666667,26175.12813633102
1656913995,865000,7340700,100,3740,2,1,107,46,11,0,2022-07-04T08:53:15,4630,77.18108333333333,1656914005.655597,2022-07-04T08:53:25,4629727,77.16211666666666,26227.921943468737
1656914020,896000,7365730,101,4590,2,1,38,249,11,0,2022-07-04T08:53:40,4655,77.59826666666666,1656914026.625352,2022-07-04T08:53:46,4654757,77.57928333333332,26331.169713289608
1656914032,917000,7377752,98,4590,2,1,30,76,11,0,2022-07-04T08:53:52,4667,77.79861666666667,1656914040.377048,2022-07-04T08:54:00,4666779,77.77965,26388.302240079774
1656914043,876000,7388711,101,3740,2,1,111,125,11,0,2022-07-04T08:54:03,4678,77.98126666666667,1656914051.295909,2022-07-04T08:54:11,4677738,77.9623,26422.98919075721
1656914056,883000,7401717,93,3740,2,1,127,240,11,0,2022-07-04T08:54:16,4691,78.19805,1656914065.105633,2022-07-04T08:54:25,4690744,78.17906666666666,26487.42167548053
1656914068,873000,7413707,86,3740,2,1,124,70,11,0,2022-07-04T08:54:28,4703,78.39788333333333,1656914075.795929,2022-07-04T08:54:35,4702734,78.3789,26470.526571916143
1656914089,907000,7434742,98,3910,2,1,139,146,11,0,2022-07-04T08:54:49,4724,78.74845,1656914100.2252169,2022-07-04T08:55:00,4723769,78.72948333333333,26106.152259347113
1656914103,896000,7448730,117,3740,2,1,113,34,11,0,2022-07-04T08:55:03,4738,78.9816,1656914110.247933,2022-07-04T08:55:10,4737757,78.96261666666666,25542.080982414685
1656914115,894000,7460729,93,4420,2,1,59,121,11,0,2022-07-04T08:55:15,4750,79.18156666666667,1656914124.2554798,2022-07-04T08:55:24,4749756,79.16260000000001,25019.041441223293
1656914151,872000,7496707,90,3740,2,1,126,113,11,0,2022-07-04T08:55:51,4786,79.7812,1656914159.365669,2022-07-04T08:55:59,4785734,79.76223333333334,23480.757174998314
1656914164,901000,7509736,95,4590,2,1,68,229,11,0,2022-07-04T08:56:04,4799,79.99835,1656914172.967301,2022-07-04T08:56:12,4798763,79.97938333333333,22828.5557060116
1656914176,895000,7521730,88,3740,2,1,130,52,11,0,2022-07-04T08:56:16,4811,80.19825,1656914183.865052,2022-07-04T08:56:23,4810757,80.17928333333333,22529.708201656194
1656914188,948000,7533783,109,3910,2,1,141,135,11,0,2022-07-04T08:56:28,4823,80.39913333333334,1656914197.695433,2022-07-04T08:56:37,4822810,80.38016666666667,22106.859128030454
1656914233,928000,7578763,97,3910,2,1,130,127,11,0,2022-07-04T08:57:13,4868,81.1488,1656914242.4154959,2022-07-04T08:57:22,4867790,81.12983333333334,20629.127005978964
1656914240,922000,7585756,90,4250,2,1,37,71,11,0,2022-07-04T08:57:20,4875,81.26536666666667,1656914252.4070408,2022-07-04T08:57:32,4874783,81.24638333333334,20417.45505751136
1656914256,905000,7601740,102,3740,2,1,130,16,11,0,2022-07-04T08:57:36,4891,81.53175,1656914266.394832,2022-07-04T08:57:46,4890767,81.51278333333333,19954.317478557434
1656914269,866000,7614700,94,3570,2,1,123,127,11,0,2022-07-04T08:57:49,4904,81.74776666666666,1656914277.205509,2022-07-04T08:57:57,4903727,81.72878333333333,19586.007052932448
1656914282,902000,7627737,93,3740,2,1,133,234,11,0,2022-07-04T08:58:02,4917,81.96503333333334,1656914291.116097,2022-07-04T08:58:11,4916764,81.94606666666667,19228.043301460395
1656914294,894000,7639728,105,3740,2,1,107,65,11,0,2022-07-04T08:58:14,4929,82.1649,1656914301.602861,2022-07-04T08:58:21,4928755,82.14591666666666,18903.69429842149
1656914306,897000,7651732,91,4590,2,1,79,152,11,0,2022-07-04T08:58:26,4941,82.36495,1656914315.465637,2022-07-04T08:58:35,4940759,82.34598333333334,18600.168528740214
1656914318,880000,7663715,83,3570,2,1,125,234,11,0,2022-07-04T08:58:38,4953,82.56466666666667,1656914326.1368608,2022-07-04T08:58:46,4952742,82.5457,18295.780700545973
1656914324,854000,7669689,95,4590,2,1,68,143,11,0,2022-07-04T08:58:44,4959,82.66423333333334,1656914339.2062678,2022-07-04T08:58:59,4958716,82.64526666666667,18147.724042221744
1656914365,942000,7710775,86,3740,2,1,119,34,11,0,2022-07-04T08:59:25,5000,83.34903333333334,1656914374.676193,2022-07-04T08:59:34,4999802,83.33003333333333,17171.715084746065
1656914390,908000,7734741,106,3740,2,1,149,194,11,0,2022-07-04T08:59:50,5025,83.76513333333334,1656914398.2781289,2022-07-04T08:59:58,5023768,83.72946666666667,16613.215257224994
1656914398,894000,7743727,85,3740,2,1,143,195,11,0,2022-07-04T08:59:58,5033,83.89823333333334,1656914409.016921,2022-07-04T09:00:09,5032754,83.87923333333333,16439.00256513427
1656914413,999000,7758831,116,3570,2,1,154,114,11,0,2022-07-04T09:00:13,5048,84.14998333333332,1656914423.126885,2022-07-04T09:00:23,5047858,84.13096666666667,16114.183570400288
1656914425,883000,7770715,83,4080,2,1,163,187,11,0,2022-07-04T09:00:25,5060,84.34805,1656914433.227413,2022-07-04T09:00:33,5059742,84.32903333333334,15811.073524049423
1656914437,901000,7782733,106,3400,2,1,130,17,11,0,2022-07-04T09:00:37,5072,84.54835,1656914447.908845,2022-07-04T09:00:47,5071760,84.52933333333334,15671.986241276672
1656914449,928000,7794760,96,4250,2,1,60,105,11,0,2022-07-04T09:00:49,5084,84.7488,1656914457.9193249,2022-07-04T09:00:57,5083787,84.72978333333334,15462.200793065615
1656914461,916000,7806748,117,3400,2,1,134,192,11,0,2022-07-04T09:01:01,5096,84.9486,1656914468.6372209,2022-07-04T09:01:08,5095775,84.92958333333333,15251.730546861001
1656914473,897000,7818729,116,4250,2,1,87,12,11,0,2022-07-04T09:01:13,5108,85.14828333333334,1656914482.358492,2022-07-04T09:01:22,5107756,85.12926666666667,15042.847006283539
1656914485,925000,7830757,97,3570,2,1,135,96,11,0,2022-07-04T09:01:25,5120,85.34875000000001,1656914493.167765,2022-07-04T09:01:33,5119784,85.32973333333332,14839.44980432415
1656914497,885000,7842717,125,4250,2,1,81,182,11,0,2022-07-04T09:01:37,5132,85.54808333333334,1656914506.728549,2022-07-04T09:01:46,5131744,85.52906666666667,14639.239189587215
1656914520,904000,7865736,126,3400,2,1,143,64,11,0,2022-07-04T09:02:00,5155,85.93173333333334,1656914527.888017,2022-07-04T09:02:07,5154763,85.91271666666667,14258.21164596913
1656914531,922000,7876754,123,4080,2,1,75,118,11,0,2022-07-04T09:02:11,5166,86.11536666666666,1656914541.1181479,2022-07-04T09:02:21,5165781,86.09635,14077.835269533307
1656914544,888000,7889719,104,3400,2,1,121,233,11,0,2022-07-04T09:02:24,5179,86.33146666666667,1656914552.238365,2022-07-04T09:02:32,5178746,86.31243333333333,13876.711336657125
1656914557,907000,7902738,108,3570,2,1,163,93,11,0,2022-07-04T09:02:37,5192,86.54845,1656914565.739121,2022-07-04T09:02:45,5191765,86.52941666666668,13676.431091937156
1656914568,885000,7913717,99,4080,2,1,64,144,11,0,2022-07-04T09:02:48,5203,86.73141666666668,1656914576.558184,2022-07-04T09:02:56,5202744,86.71239999999999,13511.24040360418
1656914580,903000,7925734,129,3400,2,1,137,226,11,0,2022-07-04T09:03:00,5215,86.93171666666667,1656914590.670141,2022-07-04T09:03:10,5214761,86.91268333333333,13338.793395734801
1656914592,906000,7937737,102,4080,2,1,70,57,11,0,2022-07-04T09:03:12,5227,87.13176666666666,1656914601.149324,2022-07-04T09:03:21,5226764,87.11273333333334,13161.385608449209
1656914604,892000,7949723,106,3400,2,1,109,144,11,0,2022-07-04T09:03:24,5239,87.33153333333333,1656914611.390425,2022-07-04T09:03:31,5238750,87.3125,12987.594666649748
1656914650,911000,7995742,92,4250,2,1,82,166,11,0,2022-07-04T09:04:10,5285,88.09851666666667,1656914660.1092038,2022-07-04T09:04:20,5284769,88.07948333333334,12329.292959132248
1656914660,904000,8005735,95,4080,2,1,72,196,11,0,2022-07-04T09:04:20,5295,88.26506666666667,1656914670.0703368,2022-07-04T09:04:30,5294762,88.24603333333333,12197.156479153424
1656914675,891000,8020721,90,4250,2,1,87,100,11,0,2022-07-04T09:04:35,5310,88.51485,1656914684.208469,2022-07-04T09:04:44,5309748,88.49579999999999,11985.867232232413
1656914687,928000,8032759,95,3400,2,1,145,187,11,0,2022-07-04T09:04:47,5322,88.71546666666667,1656914695.0277438,2022-07-04T09:04:55,5321786,88.69643333333333,11829.179885445179
1656914699,920000,8044751,119,4760,2,1,97,18,11,0,2022-07-04T09:04:59,5334,88.91533333333334,1656914709.398496,2022-07-04T09:05:09,5333778,88.89630000000001,11670.297592620116
1656914712,940000,8057771,114,3400,2,1,151,134,11,0,2022-07-04T09:05:12,5347,89.13233333333332,1656914720.079149,2022-07-04T09:05:20,5346798,89.1133,11502.902330333789
1656914724,920000,8069750,120,3740,2,1,95,209,11,0,2022-07-04T09:05:24,5359,89.33200000000001,1656914734.630121,2022-07-04T09:05:34,5358777,89.31295,11349.362019936669
1656914748,938000,8093768,124,3400,2,1,146,125,11,0,2022-07-04T09:05:48,5383,89.7323,1656914755.7889118,2022-07-04T09:05:55,5382795,89.71325,11044.208662966606
1656914761,945000,8106775,115,4760,2,1,99,241,11,0,2022-07-04T09:06:01,5396,89.94908333333333,1656914770.818589,2022-07-04T09:06:10,5395802,89.93003333333333,10881.97363946604
1656914773,933000,8118762,113,3230,2,1,127,60,11,0,2022-07-04T09:06:13,5408,90.14888333333333,1656914781.7885768,2022-07-04T09:06:21,5407789,90.12981666666666,10737.169149556164
1656914786,895000,8131725,99,3400,2,1,151,174,11,0,2022-07-04T09:06:26,5421,90.36491666666667,1656914797.2872648,2022-07-04T09:06:37,5420752,90.34586666666668,10581.59269852668
1656914812,922000,8157752,113,3400,2,1,150,150,11,0,2022-07-04T09:06:52,5447,90.7987,1656914820.7994878,2022-07-04T09:07:00,5446779,90.77965,10274.162387147093
1656914824,955000,8169784,104,3570,2,1,122,224,11,0,2022-07-04T09:07:04,5459,90.99925,1656914831.748708,2022-07-04T09:07:11,5458811,90.98018333333333,10131.621710624404
1656914837,921000,8182751,115,3400,2,1,145,83,11,0,2022-07-04T09:07:17,5472,91.21535,1656914845.7590609,2022-07-04T09:07:25,5471778,91.19630000000001,9980.176751888634
1656914849,911000,8194740,106,3230,2,1,120,170,11,0,2022-07-04T09:07:29,5484,91.41518333333333,1656914856.840833,2022-07-04T09:07:36,5483767,91.39611666666666,9839.631194554318
1656914874,928000,8218757,116,3740,2,1,227,76,11,0,2022-07-04T09:07:54,5509,91.83213333333333,1656914882.1784048,2022-07-04T09:08:02,5507784,91.79639999999999,9555.04039520933
1656914886,897000,8231726,103,3230,2,1,125,189,11,0,2022-07-04T09:08:06,5521,92.03161666666666,1656914893.198472,2022-07-04T09:08:13,5520753,92.01254999999999,9418.156213944421
1656914910,896000,8255725,115,3230,2,1,129,107,11,0,2022-07-04T09:08:30,5545,92.43159999999999,1656914918.3384168,2022-07-04T09:08:38,5544752,92.41253333333334,9149.498360424466
1656914923,920000,8268749,113,3570,2,1,157,210,11,0,2022-07-04T09:08:43,5558,92.64866666666667,1656914932.439209,2022-07-04T09:08:52,5557776,92.6296,9006.50219000037
1656914935,889000,8280717,99,3230,2,1,104,40,11,0,2022-07-04T09:08:55,5570,92.84815,1656914943.3881888,2022-07-04T09:09:03,5569744,92.82906666666666,8875.827278649904
1656914947,915000,8292743,120,3400,2,1,165,127,11,0,2022-07-04T09:09:07,5582,93.04858333333333,1656914957.739009,2022-07-04T09:09:17,5581770,93.02950000000001,8745.511519489579
1656914960,881000,8305710,111,3400,2,1,150,237,11,0,2022-07-04T09:09:20,5595,93.26468333333334,1656914969.4008958,2022-07-04T09:09:29,5594737,93.24561666666666,8607.246702432747
1656914973,898000,8318727,122,3400,2,1,157,88,11,0,2022-07-04T09:09:33,5608,93.48163333333333,1656914983.6988409,2022-07-04T09:09:43,5607754,93.46256666666666,8467.574696535748
1656914985,892000,8330721,91,4420,2,1,244,175,11,0,2022-07-04T09:09:45,5620,93.68153333333333,1656914994.5481238,2022-07-04T09:09:54,5619748,93.66246666666666,8338.27507909289
1656914999,884000,8344712,125,3400,2,1,163,63,11,0,2022-07-04T09:09:59,5634,93.91473333333333,1656915008.869693,2022-07-04T09:10:08,5633739,93.89564999999999,8193.264312683139
1656915023,925000,8368753,118,3230,2,1,112,224,11,0,2022-07-04T09:10:23,5658,94.31541666666666,1656915030.6196449,2022-07-04T09:10:30,5657780,94.29633333333332,7946.793491370073
1656915047,901000,8392729,118,3230,2,1,122,141,11,0,2022-07-04T09:10:47,5682,94.71501666666667,1656915055.47944,2022-07-04T09:10:55,5681756,94.69593333333334,7704.887881563985
1656915060,967000,8405795,101,4930,2,1,114,249,11,0,2022-07-04T09:11:00,5695,94.93278333333333,1656915069.5989518,2022-07-04T09:11:09,5694822,94.9137,7571.291868113483
1656915073,895000,8418723,119,3400,2,1,99,103,11,0,2022-07-04T09:11:13,5708,95.14825,1656915080.2978358,2022-07-04T09:11:20,5707750,95.12916666666666,7441.765566990557
1656915085,914000,8430742,100,3570,2,1,147,190,11,0,2022-07-04T09:11:25,5720,95.34856666666666,1656915094.665624,2022-07-04T09:11:34,5719769,95.32948333333334,7325.258466671051
1656915097,917000,8442744,100,5100,2,1,111,21,11,0,2022-07-04T09:11:37,5732,95.54861666666667,1656915105.887589,2022-07-04T09:11:45,5731771,95.52951666666667,7209.303637510515
1656915109,952000,8454779,127,3230,2,1,124,98,11,0,2022-07-04T09:11:49,5744,95.7492,1656915119.818677,2022-07-04T09:11:59,5743806,95.7301,7089.294493909004
1656915122,926000,8467753,99,3400,2,1,150,210,11,0,2022-07-04T09:12:02,5757,95.96543333333334,1656915130.7077448,2022-07-04T09:12:10,5756780,95.94633333333333,6964.983195699771
1656915134,925000,8479752,121,3400,2,1,126,41,11,0,2022-07-04T09:12:14,5769,96.16541666666667,1656915144.960613,2022-07-04T09:12:24,5768779,96.14631666666668,6850.830413756493
1656915147,930000,8492757,106,4420,2,1,255,157,11,0,2022-07-04T09:12:27,5782,96.38216666666668,1656915155.8874888,2022-07-04T09:12:35,5781784,96.36306666666665,6729.375564875235
1656915172,920000,8517747,106,4930,2,1,86,91,11,0,2022-07-04T09:12:52,5807,96.79866666666666,1656915181.027169,2022-07-04T09:13:01,5806774,96.77956666666667,6494.99394353586
1656915185,890000,8530717,103,3400,2,1,125,206,11,0,2022-07-04T09:13:05,5820,97.01483333333334,1656915191.618028,2022-07-04T09:13:11,5819744,96.99573333333333,6370.427774740502
1656915198,904000,8543730,102,4930,2,1,78,66,11,0,2022-07-04T09:13:18,5833,97.23173333333334,1656915205.828052,2022-07-04T09:13:25,5832757,97.21261666666666,6249.615776100392
1656915209,920000,8554747,122,3400,2,1,147,113,11,0,2022-07-04T09:13:29,5844,97.41533333333334,1656915217.128156,2022-07-04T09:13:37,5843774,97.39623333333334,6150.177952160695
1656915222,950000,8567777,115,3400,2,1,145,227,11,0,2022-07-04T09:13:42,5857,97.6325,1656915231.20748,2022-07-04T09:13:51,5856804,97.6134,6032.450246483174
1656915234,901000,8579728,103,3400,2,1,122,57,11,0,2022-07-04T09:13:54,5869,97.83168333333333,1656915242.258729,2022-07-04T09:14:02,5868755,97.81258333333334,5927.553974252532
1656915247,915000,8592742,92,3570,2,1,164,173,11,0,2022-07-04T09:14:07,5882,98.04858333333333,1656915256.58688,2022-07-04T09:14:16,5881769,98.02948333333333,5814.988735288506
1656915259,902000,8604729,97,3400,2,1,148,247,11,0,2022-07-04T09:14:19,5894,98.24836666666667,1656915267.418964,2022-07-04T09:14:27,5893756,98.22926666666667,5711.572647958228
1656915271,896000,8616723,120,3570,2,1,169,78,11,0,2022-07-04T09:14:31,5906,98.44826666666667,1656915281.318161,2022-07-04T09:14:41,5905750,98.42916666666666,5607.55550482231
1656915296,921000,8641748,112,4420,2,1,255,25,11,0,2022-07-04T09:14:56,5931,98.86535,1656915306.666553,2022-07-04T09:15:06,5930775,98.84625,5396.516618821914
1656915309,947000,8654775,93,4930,2,1,85,128,11,0,2022-07-04T09:15:09,5944,99.08245000000001,1656915317.6673958,2022-07-04T09:15:17,5943802,99.06336666666667,5290.1932794091035
1656915321,902000,8666730,104,3400,2,1,136,214,11,0,2022-07-04T09:15:21,5956,99.2817,1656915332.047129,2022-07-04T09:15:32,5955757,99.26261666666666,5190.104374520428
1656915334,935000,8679763,89,3740,2,1,159,74,11,0,2022-07-04T09:15:34,5969,99.49891666666667,1656915342.676509,2022-07-04T09:15:42,5968790,99.47983333333333,5083.909385746215
1656915342,959000,8687787,99,3570,2,1,148,47,11,0,2022-07-04T09:15:42,5977,99.63265,1656915353.6682959,2022-07-04T09:15:53,5976814,99.61356666666667,5006.2328613804275
1656915357,914000,8702742,109,4250,2,1,73,205,11,0,2022-07-04T09:15:57,5992,99.8819,1656915367.6368089,2022-07-04T09:16:07,5991769,99.86281666666667,4869.373628352718
1656915382,897000,8727725,118,3740,2,1,155,151,11,0,2022-07-04T09:16:22,6017,100.29828333333333,1656915392.1475408,2022-07-04T09:16:32,6016752,100.2792,4686.47436366333
1656915391,10000,8735839,109,3570,2,1,151,126,11,0,2022-07-04T09:16:31,6026,100.43350000000001,1656915402.625892,2022-07-04T09:16:42,6024866,100.41443333333333,4619.062247753213
1656915400,958000,8745787,105,3570,2,1,152,144,11,0,2022-07-04T09:16:40,6035,100.5993,1656915413.1289408,2022-07-04T09:16:53,6034814,100.58023333333334,4492.416899353781
1656915418,953000,8763780,95,4250,2,1,44,144,11,0,2022-07-04T09:16:58,6053,100.89921666666667,1656915427.1262999,2022-07-04T09:17:07,6052807,100.88011666666667,4385.812382860284
1656915430,878000,8775705,122,3400,2,1,118,229,11,0,2022-07-04T09:17:10,6065,101.09796666666666,1656915437.7860239,2022-07-04T09:17:17,6064732,101.07886666666667,4287.021197377821
1656915449,891000,8794718,96,3740,2,1,142,246,11,0,2022-07-04T09:17:29,6084,101.41484999999999,1656915462.486052,2022-07-04T09:17:42,6083745,101.39574999999999,4131.739821186553
1656915466,895000,8811722,102,3740,2,1,147,220,11,0,2022-07-04T09:17:46,6101,101.69825,1656915476.4359848,2022-07-04T09:17:56,6100749,101.67914999999999,3993.5873222017713
1656915479,921000,8824748,101,3740,2,1,98,80,11,0,2022-07-04T09:17:59,6114,101.91535,1656915487.535632,2022-07-04T09:18:07,6113775,101.89625,3877.7912438301723
1656915493,107000,8837935,100,3740,2,1,151,192,11,0,2022-07-04T09:18:13,6128,102.13511666666666,1656915501.4865808,2022-07-04T09:18:21,6126962,102.11603333333333,3773.5025399629103
1656915500,957000,8845785,102,3740,2,1,139,156,11,0,2022-07-04T09:18:20,6135,102.26595,1656915511.8155198,2022-07-04T09:18:31,6134812,102.24686666666666,3712.9575098624027
1656915517,923000,8862751,108,3740,2,1,132,129,11,0,2022-07-04T09:18:37,6152,102.54871666666666,1656915525.7567759,2022-07-04T09:18:45,6151778,102.52963333333334,3588.820291750091
1656915528,916000,8873744,94,3740,2,1,139,187,11,0,2022-07-04T09:18:48,6163,102.73193333333333,1656915536.515512,2022-07-04T09:18:56,6162771,102.71284999999999,3503.7804368592233
1656915550,909000,8895737,86,3740,2,1,133,34,11,0,2022-07-04T09:19:10,6185,103.09848333333333,1656915560.386525,2022-07-04T09:19:20,6184764,103.0794,3325.3250222489064
