time_s,time_us,time_steady,updated_time_steady,updated_time_from_s,updated_time_from_us,updated_time_from_base,updated_time_to_s,updated_time_to_us,updated_time_to_base,count_of_time_updates,count_of_aggressive_time_updates,imi_time_sync_steady,imi_count_of_syncs,imi_time_s,imi_time_us,imi_time_base,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656912835,746708,6181003,6145320,1656912799,237256,3,1656912800,63402,3,132,105,6179563,5368,1656912834,306873,3,112,10,0,2022-07-04T08:33:55,3470,57.845778466666665,1656912843.6441479,2022-07-04T08:34:03,3470030,57.83383333333334,20242.128165604783
1656912841,919672,6193003,6182201,1656912836,944949,3,1656912831,117920,3,133,106,6192253,5378,1656912841,169242,3,148,10,0,2022-07-04T08:34:01,3476,57.9486612,1656912856.674453,2022-07-04T08:34:16,3482030,58.033833333333334,20259.842573412985
1656912858,919171,6204003,6193358,1656912842,273967,3,1656912848,273971,3,134,107,6203783,5388,1656912858,699604,3,181,10,0,2022-07-04T08:34:18,3493,58.23198618333333,1656912867.064565,2022-07-04T08:34:27,3493030,58.21716666666667,20328.776822642558
1656912881,919000,6227003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6225963,5407,1656912880,879439,3,250,10,0,2022-07-04T08:34:41,3516,58.615316666666665,1656912891.275949,2022-07-04T08:34:51,3516030,58.600500000000004,20432.810783107445
1656912893,918976,6239003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6238693,5418,1656912893,609015,3,30,10,0,2022-07-04T08:34:53,3528,58.81531626666666,1656912901.285236,2022-07-04T08:35:01,3528030,58.80050000000001,20493.124073077524
1656912906,919393,6252003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6251333,5429,1656912906,249049,3,69,10,0,2022-07-04T08:35:06,3541,59.03198988333334,1656912915.0255969,2022-07-04T08:35:15,3541030,59.01716666666667,20563.15029340935
1656912929,919188,6275003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6273943,5449,1656912928,859531,3,138,10,0,2022-07-04T08:35:29,3564,59.4153198,1656912939.376212,2022-07-04T08:35:39,3564030,59.4005,20678.153555496407
1656912942,919376,6288003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6287753,5461,1656912942,669536,3,177,10,0,2022-07-04T08:35:42,3577,59.6319896,1656912949.995513,2022-07-04T08:35:49,3577030,59.61716666666667,20746.154639274733
1656912952,918964,6298003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6295834,5468,1656912950,749540,3,207,10,0,2022-07-04T08:35:52,3587,59.7986494,1656912963.665257,2022-07-04T08:36:03,3587030,59.783833333333334,20800.189361743815
1656912965,919393,6311003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6309453,5479,1656912964,369166,3,246,10,0,2022-07-04T08:36:05,3600,60.015323216666665,1656912974.485756,2022-07-04T08:36:14,3600030,60.0005,20873.622524684142
1656912976,918984,6322003,6224893,1656912874,809582,3,1656912879,809601,3,138,111,6321013,5489,1656912975,929133,3,23,10,0,2022-07-04T08:36:16,3611,60.19864973333333,1656912985.356236,2022-07-04T08:36:25,3611030,60.18383333333334,20933.167451890524
1656913002,904187,6348013,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6347323,5512,1656913002,214159,3,101,10,0,2022-07-04T08:36:42,3637,60.63173645,1656913008.8766758,2022-07-04T08:36:48,3637040,60.617333333333335,21084.832194727896
1656913014,894190,6360003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6356493,5519,1656913011,384410,3,137,10,0,2022-07-04T08:36:54,3649,60.83156983333333,1656913022.536393,2022-07-04T08:37:02,3649030,60.81716666666667,21147.55982554016
1656913026,893994,6372003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6370183,5531,1656913025,74433,3,173,10,0,2022-07-04T08:37:06,3661,61.03156656666667,1656913033.125377,2022-07-04T08:37:13,3661030,61.01716666666667,21211.43464138508
1656913037,894407,6383003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6382663,5542,1656913037,554161,3,206,10,0,2022-07-04T08:37:17,3672,61.214906783333326,1656913047.046568,2022-07-04T08:37:27,3672030,61.200500000000005,21267.82435898414
1656913049,894433,6395003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6393913,5552,1656913048,804523,3,242,10,0,2022-07-04T08:37:29,3684,61.41490721666666,1656913058.2256079,2022-07-04T08:37:38,3684030,61.4005,21331.47658892864
1656913061,894403,6407003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6405173,5561,1656913060,64426,3,22,10,0,2022-07-04T08:37:41,3696,61.61490671666666,1656913072.0862489,2022-07-04T08:37:52,3696030,61.600500000000004,21387.254506289868
1656913072,894414,6418003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6416553,5571,1656913071,444001,3,55,10,0,2022-07-04T08:37:52,3707,61.79824023333333,1656913082.756569,2022-07-04T08:38:02,3707030,61.783833333333334,21442.801665786057
1656913083,900600,6429010,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6428013,5581,1656913082,904004,3,88,10,0,2022-07-04T08:38:03,3718,61.981676666666665,1656913093.0662599,2022-07-04T08:38:13,3718037,61.96728333333333,21492.786978167762
1656913096,906201,6442015,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6441593,5593,1656913096,484553,3,127,10,0,2022-07-04T08:38:16,3731,62.19843668333333,1656913106.967012,2022-07-04T08:38:26,3731042,62.18403333333333,21558.736701095706
1656913109,894203,6455003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6454544,5604,1656913109,434565,3,166,10,0,2022-07-04T08:38:29,3744,62.41490338333333,1656913116.906961,2022-07-04T08:38:36,3744030,62.4005,21614.262728894948
1656913120,894047,6466003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6464964,5613,1656913119,854587,3,199,10,0,2022-07-04T08:38:40,3755,62.59823411666666,1656913130.72622,2022-07-04T08:38:50,3755030,62.58383333333334,21669.32341713267
1656913133,908425,6479017,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6478563,5625,1656913133,454542,3,238,10,0,2022-07-04T08:38:53,3768,62.815140416666665,1656913141.561501,2022-07-04T08:39:01,3768044,62.80073333333333,21727.50657579678
1656913144,894180,6490003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6489813,5635,1656913144,704015,3,15,10,0,2022-07-04T08:39:04,3779,62.99823633333333,1656913152.156976,2022-07-04T08:39:12,3779030,62.98383333333334,21786.511972249977
1656913157,894402,6503003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6502353,5646,1656913157,244445,3,54,10,0,2022-07-04T08:39:17,3792,63.2149067,1656913165.877604,2022-07-04T08:39:25,3792030,63.200500000000005,21846.73893274256
1656913179,894085,6525003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6524183,5665,1656913179,74066,3,120,10,0,2022-07-04T08:39:39,3814,63.58156808333333,1656913190.0959408,2022-07-04T08:39:50,3814030,63.56716666666667,21957.95694977405
1656913191,894413,6537003,6343265,1656912998,181215,3,1656912998,156342,3,139,111,6536803,5675,1656913191,694558,3,156,10,0,2022-07-04T08:39:51,3826,63.78157355,1656913199.8861399,2022-07-04T08:39:59,3826030,63.76716666666667,22022.581186692943
1656913202,778424,6548003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6546303,5683,1656913201,78500,3,189,10,0,2022-07-04T08:40:02,3837,63.962973733333335,1656913210.559397,2022-07-04T08:40:10,3837030,63.950500000000005,22080.28351854874
1656913214,788591,6560013,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6558753,5694,1656913213,528984,3,225,10,0,2022-07-04T08:40:14,3849,64.16314318333333,1656913224.077229,2022-07-04T08:40:24,3849040,64.15066666666667,22140.504908165043
1656913226,778448,6572003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6570543,5704,1656913225,318992,3,5,10,0,2022-07-04T08:40:26,3861,64.36297413333334,1656913234.257004,2022-07-04T08:40:34,3861030,64.3505,22209.56773517412
1656913250,778844,6596003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6594873,5725,1656913249,648619,3,77,10,0,2022-07-04T08:40:50,3885,64.76298073333334,1656913258.476588,2022-07-04T08:40:58,3885030,64.7505,22350.1842167802
1656913262,788393,6608013,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6607433,5736,1656913262,208466,3,113,10,0,2022-07-04T08:41:02,3897,64.96313988333333,1656913269.1571288,2022-07-04T08:41:09,3897040,64.95066666666666,22421.862091078357
1656913275,778877,6621003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6618924,5746,1656913273,699006,3,152,10,0,2022-07-04T08:41:15,3910,65.17964795,1656913282.796417,2022-07-04T08:41:22,3910030,65.16716666666667,22492.814723869225
1656913285,778872,6631003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6630473,5756,1656913285,248874,3,182,10,0,2022-07-04T08:41:25,3920,65.34631453333333,1656913293.365864,2022-07-04T08:41:33,3920030,65.33383333333333,22550.98538345675
1656913297,778486,6643003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6641743,5766,1656913296,518885,3,218,10,0,2022-07-04T08:41:37,3932,65.5463081,1656913306.7363799,2022-07-04T08:41:46,3932030,65.53383333333333,22620.93253177507
1656913308,778486,6654003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6653293,5776,1656913308,68655,3,251,10,0,2022-07-04T08:41:48,3943,65.72964143333334,1656913317.276728,2022-07-04T08:41:57,3943030,65.71716666666667,22679.16487832651
1656913332,778632,6678003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6677773,5797,1656913332,548452,3,67,10,0,2022-07-04T08:42:12,3967,66.12964386666667,1656913341.2361488,2022-07-04T08:42:21,3967030,66.11716666666668,22804.35489237809
1656913344,788637,6690013,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6689083,5807,1656913343,858961,3,103,10,0,2022-07-04T08:42:24,3979,66.32981061666666,1656913351.8268158,2022-07-04T08:42:31,3979040,66.31733333333334,22867.75208043083
1656913356,778857,6702003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6700683,5817,1656913355,458973,3,139,10,0,2022-07-04T08:42:36,3991,66.52964761666667,1656913365.5062878,2022-07-04T08:42:45,3991030,66.51716666666667,22929.105681107954
1656913367,778850,6713003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6712163,5827,1656913366,938477,3,172,10,0,2022-07-04T08:42:47,4002,66.71298083333333,1656913375.4859,2022-07-04T08:42:55,4002030,66.7005,22988.40979717032
1656913379,778856,6725003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6724393,5838,1656913379,168485,3,208,10,0,2022-07-04T08:42:59,4014,66.91298093333333,1656913389.357492,2022-07-04T08:43:09,4014030,66.90050000000001,23042.152424923628
1656913390,778873,6736003,6543512,1656913198,403354,3,1656913198,287905,3,140,111,6735553,5848,1656913390,328872,3,241,10,0,2022-07-04T08:43:10,4025,67.09631455,1656913400.157897,2022-07-04T08:43:20,4025030,67.08383333333333,23092.747910074537
1656913414,768951,6760014,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6758543,5868,1656913413,298171,3,57,10,0,2022-07-04T08:43:34,4049,67.49614918333333,1656913424.308588,2022-07-04T08:43:44,4049041,67.48401666666668,23219.736583542424
1656913427,758337,6773003,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6772313,5880,1656913427,68649,3,96,10,0,2022-07-04T08:43:47,4062,67.71263895,1656913434.8461008,2022-07-04T08:43:54,4062030,67.7005,23279.289131249698
1656913438,758261,6784003,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6783553,5890,1656913438,308155,3,129,10,0,2022-07-04T08:43:58,4073,67.89597101666666,1656913447.9723718,2022-07-04T08:44:07,4073030,67.88383333333334,23335.91831355274
1656913450,758549,6796003,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6795023,5900,1656913449,778405,3,165,10,0,2022-07-04T08:44:10,4085,68.09597581666667,1656913458.5464208,2022-07-04T08:44:18,4085030,68.08383333333333,23398.827518057857
1656913462,758523,6808003,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6806673,5910,1656913461,428561,3,201,10,0,2022-07-04T08:44:22,4097,68.29597538333334,1656913472.1375039,2022-07-04T08:44:32,4097030,68.28383333333333,23463.41711632978
1656913474,758550,6820003,6742525,1656913397,300698,3,1656913397,280459,3,141,111,6817753,5920,1656913472,508531,3,237,10,0,2022-07-04T08:44:34,4109,68.49597583333333,1656913483.0669398,2022-07-04T08:44:43,4109030,68.48383333333332,23528.939647015068
1656913499,674695,6845003,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6844083,5942,1656913498,754497,3,56,10,0,2022-07-04T08:44:59,4134,68.91124491666666,1656913507.307468,2022-07-04T08:45:07,4134030,68.9005,23665.00278248881
1656913509,677957,6855007,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6854363,5951,1656913509,34716,3,86,10,0,2022-07-04T08:45:09,4144,69.07796594999999,1656913517.8631039,2022-07-04T08:45:17,4144034,69.06723333333333,23720.69246377761
1656913521,674684,6867003,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6865854,5961,1656913520,524867,3,122,10,0,2022-07-04T08:45:21,4156,69.2779114,1656913531.4960198,2022-07-04T08:45:31,4156030,69.26716666666667,23784.839846454877
1656913534,674283,6880003,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6879683,5972,1656913534,354723,3,161,10,0,2022-07-04T08:45:34,4169,69.49457138333334,1656913541.266996,2022-07-04T08:45:41,4169030,69.48383333333332,23862.765107416006
1656913546,674914,6892004,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6890974,5982,1656913545,644848,3,197,10,0,2022-07-04T08:45:46,4181,69.6945819,1656913554.976229,2022-07-04T08:45:54,4181031,69.68384999999999,23933.50626804248
1656913556,674679,6902003,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6899953,5990,1656913554,624813,3,227,10,0,2022-07-04T08:45:56,4191,69.86124464999999,1656913565.626181,2022-07-04T08:46:05,4191030,69.8505,23982.32454238004
1656913567,684975,6913014,6842989,1656913497,743607,3,1656913497,659879,3,142,111,6912573,6001,1656913567,244704,3,4,10,0,2022-07-04T08:46:07,4202,70.04474958333334,1656913575.545908,2022-07-04T08:46:15,4202041,70.03401666666667,24039.556544680498
1656913579,916814,6925003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6923924,6010,1656913578,836967,3,40,10,0,2022-07-04T08:46:19,4214,70.24861356666666,1656913589.5971038,2022-07-04T08:46:29,4214030,70.23383333333332,24120.374527709897
1656913591,916805,6937003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6936593,6021,1656913591,506857,3,76,10,0,2022-07-04T08:46:31,4226,70.44861341666666,1656913600.156268,2022-07-04T08:46:40,4226030,70.43383333333333,24174.294895677158
1656913604,919308,6950006,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6949063,6032,1656913603,976947,3,115,10,0,2022-07-04T08:46:44,4239,70.66532179999999,1656913613.977088,2022-07-04T08:46:53,4239033,70.65055000000001,24249.234556401098
1656913615,916423,6961003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6960723,6042,1656913615,636845,3,148,10,0,2022-07-04T08:46:55,4250,70.84860705,1656913623.786445,2022-07-04T08:47:03,4250030,70.83383333333333,24300.377210569277
1656913627,916617,6973003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6972253,6052,1656913627,166868,3,184,10,0,2022-07-04T08:47:07,4262,71.04861028333333,1656913634.446533,2022-07-04T08:47:14,4262030,71.03383333333333,24369.4841218884
1656913640,916882,6986003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6984943,6063,1656913639,856413,3,223,10,0,2022-07-04T08:47:20,4275,71.26528136666667,1656913648.2361438,2022-07-04T08:47:28,4275030,71.2505,24428.85473022221
1656913651,916401,6997003,6923268,1656913572,181611,3,1656913578,181718,3,144,113,6993973,6071,1656913648,886426,3,0,10,0,2022-07-04T08:47:31,4286,71.44860668333334,1656913658.725576,2022-07-04T08:47:38,4286030,71.43383333333333,24491.646216200217
1656913663,916670,7009003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7006823,6082,1656913661,736425,3,36,10,0,2022-07-04T08:47:43,4298,71.64861116666665,1656913672.477604,2022-07-04T08:47:52,4298030,71.63383333333333,24555.046649645163
1656913676,916414,7022003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7021593,6095,1656913676,506668,3,75,10,0,2022-07-04T08:47:56,4311,71.86527356666667,1656913683.355968,2022-07-04T08:48:03,4311030,71.8505,24616.656936066625
1656913688,916669,7034003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7033043,6105,1656913687,956704,3,111,10,0,2022-07-04T08:48:08,4323,72.06527781666666,1656913697.385872,2022-07-04T08:48:17,4323030,72.0505,24673.967280417794
1656913700,916627,7046003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7045413,6116,1656913700,326776,3,147,10,0,2022-07-04T08:48:20,4335,72.26527711666667,1656913707.245813,2022-07-04T08:48:27,4335030,72.2505,24735.429733574478
1656913710,916664,7056003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7055633,6125,1656913710,546229,3,177,10,0,2022-07-04T08:48:30,4345,72.4319444,1656913717.625757,2022-07-04T08:48:37,4345030,72.41716666666666,24763.38767046584
1656913722,916251,7068003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7067254,6135,1656913722,166808,3,213,10,0,2022-07-04T08:48:42,4357,72.63193751666667,1656913731.275877,2022-07-04T08:48:51,4357030,72.61716666666666,24830.21109533984
1656913733,916426,7079003,7002044,1656913650,957692,3,1656913656,957771,3,146,115,7078584,6145,1656913733,496800,3,246,10,0,2022-07-04T08:48:53,4368,72.81527376666666,1656913741.866428,2022-07-04T08:49:01,4368030,72.8005,24874.930883155277
1656913745,916446,7091003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7090273,6155,1656913745,186576,3,26,10,0,2022-07-04T08:49:05,4380,73.0152741,1656913755.187744,2022-07-04T08:49:15,4380030,73.0005,24932.376583070996
1656913757,916488,7103003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7101963,6165,1656913756,876513,3,62,10,0,2022-07-04T08:49:17,4392,73.2152748,1656913765.9987159,2022-07-04T08:49:25,4392030,73.20049999999999,24986.754191123036
1656913781,916479,7127003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7126203,6186,1656913781,116614,3,134,10,0,2022-07-04T08:49:41,4416,73.61527465,1656913790.385661,2022-07-04T08:49:50,4416030,73.6005,25106.585848231513
1656913792,916520,7138003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7137454,6196,1656913792,366839,3,167,10,0,2022-07-04T08:49:52,4427,73.79860866666667,1656913801.215673,2022-07-04T08:50:01,4427030,73.78383333333333,25154.295559474613
1656913806,916499,7152003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7151104,6208,1656913806,16637,3,209,10,0,2022-07-04T08:50:06,4441,74.03194165,1656913814.865485,2022-07-04T08:50:14,4441030,74.01716666666667,25230.570806041243
1656913817,916506,7163003,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7162334,6218,1656913817,246630,3,242,10,0,2022-07-04T08:50:17,4452,74.2152751,1656913825.56702,2022-07-04T08:50:25,4452030,74.20049999999999,25286.084994531248
1656913828,921505,7174008,7085876,1656913734,789678,3,1656913740,789705,3,148,117,7173703,6228,1656913828,616094,3,19,10,0,2022-07-04T08:50:28,4463,74.39869175,1656913839.345901,2022-07-04T08:50:39,4463035,74.38391666666666,25355.885791951543
1656913836,916345,7187003,7184079,1656913838,991848,3,1656913833,991762,3,149,118,7186484,6239,1656913836,396527,3,58,10,0,2022-07-04T08:50:36,4471,74.53193908333333,1656913849.6670809,2022-07-04T08:50:49,4476030,74.6005,25418.0898890672
1656913853,916323,7199003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7197873,6249,1656913852,786370,3,94,10,0,2022-07-04T08:50:53,4488,74.81527205,1656913860.386337,2022-07-04T08:51:00,4488030,74.8005,25496.344571106718
1656913866,931365,7212018,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7211723,6261,1656913866,636020,3,133,10,0,2022-07-04T08:51:06,4501,75.03218941666667,1656913873.97612,2022-07-04T08:51:13,4501045,75.01741666666666,25565.37115433845
1656913889,915941,7235003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7234514,6281,1656913889,426510,3,202,10,0,2022-07-04T08:51:29,4524,75.41526568333333,1656913898.2153609,2022-07-04T08:51:38,4524030,75.4005,25695.062521221007
1656913900,922084,7246009,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7244913,6290,1656913899,826366,3,235,10,0,2022-07-04T08:51:40,4535,75.5987014,1656913908.2056239,2022-07-04T08:51:48,4535036,75.58393333333333,25760.324406826152
1656913912,915942,7258003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7257453,6301,1656913912,365973,3,15,10,0,2022-07-04T08:51:52,4547,75.79859903333333,1656913922.005816,2022-07-04T08:52:02,4547030,75.78383333333333,25820.77244937543
1656913923,916343,7269003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7267653,6310,1656913922,566454,3,48,10,0,2022-07-04T08:52:03,4558,75.98193905,1656913932.6068518,2022-07-04T08:52:12,4558030,75.96716666666666,25882.33503796856
1656913935,916086,7281003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7279463,6320,1656913934,376477,3,84,10,0,2022-07-04T08:52:15,4570,76.18193476666667,1656913943.4158409,2022-07-04T08:52:23,4570030,76.16716666666666,25937.574040250453
1656913947,916358,7293003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7292243,6331,1656913947,156478,3,120,10,0,2022-07-04T08:52:27,4582,76.38193930000001,1656913957.055665,2022-07-04T08:52:37,4582030,76.36716666666666,26017.066150286093
1656913958,916349,7304003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7302943,6340,1656913957,856361,3,153,10,0,2022-07-04T08:52:38,4593,76.56527248333333,1656913966.955957,2022-07-04T08:52:46,4593030,76.5505,26060.18227938467
1656913971,915923,7317003,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7315723,6351,1656913970,636139,3,192,10,0,2022-07-04T08:52:51,4606,76.78193205,1656913980.567929,2022-07-04T08:53:00,4606030,76.76716666666667,26125.611351742074
1656913983,916536,7329004,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7328513,6362,1656913983,425969,3,228,10,0,2022-07-04T08:53:03,4618,76.98194226666666,1656913991.245421,2022-07-04T08:53:11,4618031,76.96718333333334,26169.606534603772
1656913993,920937,7339008,7192286,1656913842,199478,3,1656913847,199550,3,150,119,7336553,6369,1656913991,466349,3,2,10,0,2022-07-04T08:53:13,4628,77.14868228333333,1656914002.015432,2022-07-04T08:53:22,4628035,77.13391666666666,26219.834274559213
1656914006,675848,7352009,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7351183,6382,1656914005,849984,3,41,10,0,2022-07-04T08:53:26,4641,77.36126413333334,1656914015.5465648,2022-07-04T08:53:35,4641036,77.3506,26264.567386817234
1656914030,669876,7376003,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7373643,6402,1656914028,309973,3,113,10,0,2022-07-04T08:53:50,4665,77.7611646,1656914039.776533,2022-07-04T08:53:59,4665030,77.7505,26381.98666677142
1656914042,669636,7388003,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7387253,6414,1656914041,919995,3,149,10,0,2022-07-04T08:54:02,4677,77.9611606,1656914050.625321,2022-07-04T08:54:10,4677030,77.95049999999999,26417.661062995838
1656914066,677814,7412011,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7411053,6435,1656914065,719497,3,221,10,0,2022-07-04T08:54:26,4701,78.3612969,1656914075.1755168,2022-07-04T08:54:35,4701038,78.35063333333332,26479.28648885322
1656914078,669852,7424003,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7423483,6446,1656914078,149992,3,1,10,0,2022-07-04T08:54:38,4713,78.5611642,1656914088.815197,2022-07-04T08:54:48,4713030,78.5505,26424.375928322665
1656914090,669410,7436003,7342248,1656913997,160718,3,1656913996,914340,3,151,119,7435793,6457,1656914090,459472,3,37,10,0,2022-07-04T08:54:50,4725,78.76115683333335,1656914099.135197,2022-07-04T08:54:59,4725030,78.7505,26075.608091971597
1656914101,822187,7447003,7442539,1656914097,205247,3,1656914097,357972,3,152,119,7446103,6465,1656914100,922534,3,70,10,0,2022-07-04T08:55:01,4736,78.94703645,1656914109.706565,2022-07-04T08:55:09,4736030,78.93383333333333,25628.79825554543
1656914114,822493,7460003,7442539,1656914097,205247,3,1656914097,357972,3,152,119,7458903,6476,1656914113,722115,3,109,10,0,2022-07-04T08:55:14,4749,79.16370821666666,1656914123.675485,2022-07-04T08:55:23,4749030,79.1505,25065.854858150316
1656914138,834788,7484016,7442539,1656914097,205247,3,1656914097,357972,3,152,119,7483143,6497,1656914137,962287,3,181,10,0,2022-07-04T08:55:38,4773,79.56391313333333,1656914148.046304,2022-07-04T08:55:48,4773043,79.55071666666666,24038.572855845076
1656914161,822067,7507003,7442539,1656914097,205247,3,1656914097,357972,3,152,119,7505963,6517,1656914160,782248,3,250,10,0,2022-07-04T08:56:01,4796,79.94703445,1656914168.765404,2022-07-04T08:56:08,4796030,79.93383333333333,22898.112887199044
1656914174,916691,7520003,7510976,1656914159,889398,3,1656914165,889447,3,154,121,7519743,6529,1656914174,657157,3,33,10,0,2022-07-04T08:56:14,4809,80.16527818333334,1656914182.696188,2022-07-04T08:56:22,4809030,80.1505,22600.505380722603
1656914185,926797,7531013,7510976,1656914159,889398,3,1656914165,889447,3,154,121,7528784,6537,1656914183,697236,3,66,10,0,2022-07-04T08:56:25,4820,80.34877995000001,1656914192.8061888,2022-07-04T08:56:32,4820040,80.334,22211.221272865485
1656914197,916991,7543003,7510976,1656914159,889398,3,1656914165,889447,3,154,121,7542363,6549,1656914197,277073,3,102,10,0,2022-07-04T08:56:37,4832,80.54861651666667,1656914206.6460998,2022-07-04T08:56:46,4832030,80.53383333333333,21797.04110594919
1656914208,922793,7554009,7510976,1656914159,889398,3,1656914165,889447,3,154,121,7552653,6558,1656914207,566638,3,135,10,0,2022-07-04T08:56:48,4843,80.73204654999999,1656914216.995597,2022-07-04T08:56:56,4843036,80.71726666666667,21363.7911911872
1656914218,915736,7564003,7556922,1656914206,834374,3,1656914211,834399,3,156,123,7563143,6567,1656914218,55986,3,165,10,0,2022-07-04T08:56:58,4853,80.8985956,1656914227.4558718,2022-07-04T08:57:07,4853030,80.88383333333333,20899.15373404831
1656914225,915935,7577003,7566219,1656914221,132099,3,1656914215,132132,3,157,124,7576063,6578,1656914224,975981,3,204,10,0,2022-07-04T08:57:05,4860,81.01526558333333,1656914241.1860569,2022-07-04T08:57:21,4866030,81.1005,20872.250597047954
1656914243,915962,7589003,7577359,1656914226,271113,3,1656914232,271205,3,158,125,7587614,6588,1656914242,526093,3,240,10,0,2022-07-04T08:57:23,4878,81.31526603333333,1656914251.837868,2022-07-04T08:57:31,4878030,81.3005,20329.36489566356
1656914255,915841,7601003,7593603,1656914243,515707,3,1656914248,515745,3,160,127,7600404,6599,1656914255,316023,3,20,10,0,2022-07-04T08:57:35,4890,81.51526401666666,1656914264.6051888,2022-07-04T08:57:44,4890030,81.5005,19981.179871197077
1656914267,925616,7613013,7609930,1656914258,842630,3,1656914264,842722,3,162,129,7610963,6608,1656914265,875891,3,56,10,0,2022-07-04T08:57:47,4902,81.71542693333335,1656914275.434437,2022-07-04T08:57:55,4902040,81.70066666666666,19640.805938836376
