time_s,time_us,time_steady,last_report_time,last_good_report_time,reports_counter,bad_reports_counter,last_mistake,ignorance_depth,punishments_counter,last_punishment_time,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656915515,447000,8859729,8859729,8859729,54477,2919,-11,0,731,8856849,205,13,4,2022-07-04T09:18:35,6150,102.50745,6148756,102.47926666666667,3606.658317027454
1656915550,82900,8899365,8899365,8899365,54700,2929,-11,0,735,8898810,172,13,4,2022-07-04T09:19:10,6185,103.084715,6188392,103.13986666666666,3320.4656761812657
1656915588,213100,8937495,8937495,8937495,54921,2936,-11,0,740,8930376,137,13,4,2022-07-04T09:19:48,6223,103.72021833333334,6226522,103.77536666666667,2999.3388519917253
1656915627,309500,8976591,8976591,8976591,55142,2951,-11,0,745,8967160,102,13,4,2022-07-04T09:20:27,6262,104.371825,6265618,104.42696666666667,2697.4757247538296
1656915665,878600,9015160,9015160,9015160,55365,2968,-11,0,748,9014402,69,13,4,2022-07-04T09:21:05,6300,105.01464333333334,6304187,105.06978333333333,2410.4345890854347
1656915708,707900,9054322,9054322,9054322,55586,2986,-11,0,752,9040822,34,13,4,2022-07-04T09:21:48,6343,105.728465,6343349,105.72248333333333,2130.4684561361405
1656915748,486100,9094100,9094100,9094100,55807,2992,-11,0,757,9087777,255,13,4,2022-07-04T09:22:28,6383,106.391435,6383127,106.38545,1849.2488049045123
1656915787,265200,9132879,9132879,9132879,56030,3003,-11,0,761,9129445,222,13,4,2022-07-04T09:23:07,6422,107.03775333333333,6421906,107.03176666666667,1583.2845110860314
1656915825,104400,9170560,9170560,9170560,56251,3003,-11,0,763,9150701,187,13,4,2022-07-04T09:23:45,6460,107.66840666666667,6459587,107.65978333333334,1319.4399619677376
1656915864,521200,9210204,9210204,9210204,56472,3005,-11,0,765,9208083,152,13,4,2022-07-04T09:24:24,6499,108.32535333333334,6499231,108.32051666666666,1035.9635341278592
1656915902,916400,9248492,9248492,9248492,56695,3005,-11,0,768,9239587,119,13,4,2022-07-04T09:25:02,6537,108.96527333333333,6537519,108.95865,739.1967561420627
1656915941,728600,9287110,9287110,9287110,56916,3036,-11,0,772,9281576,84,13,4,2022-07-04T09:25:41,6576,109.61214333333334,6576137,109.60228333333333,437.42834976147867
1656915980,946700,9326328,9326328,9326328,57137,3036,-11,0,776,9323583,49,13,4,2022-07-04T09:26:20,6615,110.26577833333334,6615355,110.25591666666666,177.27721474724433
1656916018,418000,9364078,9364078,9364078,57360,3043,-11,0,779,9360166,16,13,4,2022-07-04T09:26:58,6653,110.8903,6653105,110.88508333333333,174.1320893783081
1656916058,286200,9403667,9403667,9403667,57581,3059,-11,0,783,9396635,237,13,4,2022-07-04T09:27:38,6693,111.55476999999999,6692694,111.54490000000001,172.9982147216797
1656916097,146300,9442711,9442711,9442711,57802,3059,-11,0,787,9438923,202,13,4,2022-07-04T09:28:17,6732,112.20243833333333,6731738,112.19563333333333,173.0181637820913
1656916134,692400,9480117,9480117,9480117,58025,3073,-11,0,789,9454475,169,13,4,2022-07-04T09:28:54,6769,112.82820666666666,6769144,112.81906666666667,173.74034427434333
1656916173,717600,9519576,9519576,9519576,58246,3089,-11,0,794,9517664,134,13,4,2022-07-04T09:29:33,6808,113.47862666666667,6808603,113.47671666666666,172.09405187786888
1656916212,817500,9558606,9558606,9558606,58467,3118,-11,0,799,9554965,99,13,4,2022-07-04T09:30:12,6847,114.13029166666666,6847633,114.12721666666667,172.54012510858595
1656916250,434600,9595999,9595999,9595999,58690,3118,-11,0,802,9581317,66,13,4,2022-07-04T09:30:50,6885,114.75724333333332,6885026,114.75043333333333,171.40320422262585
1656916289,670200,9635419,9635419,9635419,58911,3118,-11,0,802,9581317,31,13,4,2022-07-04T09:31:29,6924,115.41117,6924446,115.40743333333333,171.36627404082495
1656916328,709700,9674008,9674008,9674008,59132,3130,-11,0,807,9670343,252,13,4,2022-07-04T09:32:08,6963,116.06182833333334,6963035,116.05058333333334,172.10359245642394
1656916366,581800,9711880,9711880,9711880,59355,3143,-11,0,809,9680960,219,13,4,2022-07-04T09:32:46,7001,116.69303,7000907,116.68178333333334,170.96633911132812
1656916405,445200,9751270,9751270,9751270,59576,3143,-11,0,811,9738878,184,13,4,2022-07-04T09:33:25,7040,117.34075333333334,7040297,117.33828333333332,171.00758547297744
1656916444,538400,9790030,9790030,9790030,59797,3158,-11,0,815,9780364,149,13,4,2022-07-04T09:34:04,7079,117.99230666666668,7079057,117.98428333333332,171.59154108431596
1656916481,242600,9827008,9827008,9827008,60020,3176,-11,0,818,9822313,116,13,4,2022-07-04T09:34:41,7116,118.60404333333332,7116035,118.60058333333333,171.3382091503246
1656916514,529700,9866220,9866220,9866220,60241,3192,-11,0,820,9864433,81,13,4,2022-07-04T09:35:14,7149,119.15882833333333,7155247,119.25411666666668,171.35444403100408
1656916558,114800,9904411,9904411,9904411,60462,3197,-11,0,824,9901228,46,13,4,2022-07-04T09:35:58,7193,119.88524666666667,7193438,119.89063333333334,171.1537587132948
1656916597,149200,9943445,9943445,9943445,60685,3218,-11,0,829,9943059,13,13,4,2022-07-04T09:36:37,7232,120.53582,7232472,120.54119999999999,170.90501061568875
1656916636,317400,9982613,9982613,9982613,60906,3231,-11,0,832,9964085,234,13,4,2022-07-04T09:37:16,7271,121.18862333333333,7271640,121.194,172.15159606933594
1656916675,285700,10021581,10021581,10021581,61127,3245,-11,0,836,10021505,199,13,4,2022-07-04T09:37:55,7310,121.83809500000001,7310608,121.84346666666667,172.22119350902724
1656916714,354900,10059983,10059983,10059983,61350,3273,-11,0,841,10053136,166,13,4,2022-07-04T09:38:34,7349,122.48924833333334,7349010,122.4835,171.05099487304688
1656916793,150400,10138444,10138444,10138444,61792,3305,-11,0,850,10136693,96,13,4,2022-07-04T09:39:53,7428,123.80250666666667,7427471,123.79118333333332,172.46388114859607
1656916870,821100,10216114,10216114,10216114,62236,3326,-11,0,856,10195123,28,13,4,2022-07-04T09:41:10,7505,125.09701833333334,7505141,125.08568333333332,172.22357042576874
1656916908,532400,10253825,10253825,10253825,62457,3337,-11,0,860,10239553,249,13,4,2022-07-04T09:41:48,7543,125.72554,7542852,125.71419999999999,172.45727100255434
1656916984,701700,10330257,10330257,10330257,62901,3355,-11,0,865,10298890,181,13,4,2022-07-04T09:43:04,7619,126.99502833333332,7619284,126.98806666666665,173.360274743857
1656917023,110500,10368401,10368401,10368401,63122,3355,-11,0,865,10298890,146,13,4,2022-07-04T09:43:43,7658,127.63517499999999,7657428,127.6238,172.38874546404168
