time_s,time_us,time_steady,deg,vdda,vbat,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,time_steady_from_launch,mins_steady_from_launch,baro_altitude,baro_pressure
1656909106,58000,2450875,44.06593322753906,3.2929999828338623,3.0219781398773193,89,11,0,2022-07-04T07:31:46,-259,-4.3157000000000005,-260098,-4.334966666666667,96.08449311650553,100176.06296596435
1656909107,76000,2451893,43.77289581298828,3.2929999828338623,3.02681303024292,117,11,0,2022-07-04T07:31:47,-258,-4.298733333333333,-259080,-4.318,96.01519052823899,100176.8879254457
1656909108,93000,2452911,43.77289581298828,3.2929999828338623,3.0284247398376465,145,11,0,2022-07-04T07:31:48,-257,-4.281783333333333,-258062,-4.301033333333334,96.35155587922787,100172.88388070578
1656909109,111000,2453928,43.77289581298828,3.2909998893737793,3.023589611053467,173,11,0,2022-07-04T07:31:49,-256,-4.2648166666666665,-257045,-4.284083333333333,96.75215275559513,100168.11523447666
1656909110,128000,2454946,43.77289581298828,3.2929999828338623,3.023589611053467,202,11,0,2022-07-04T07:31:50,-255,-4.247866666666667,-256027,-4.2671166666666664,96.85118476892208,100166.93633440514
1656909111,147000,2455964,44.06593322753906,3.2860000133514404,3.1106226444244385,232,11,0,2022-07-04T07:31:51,-254,-4.230883333333334,-255009,-4.25015,96.88803007167826,100166.49770171149
1656909112,164000,2456982,44.06593322753906,3.2880001068115234,3.1106226444244385,5,11,0,2022-07-04T07:31:52,-253,-4.213933333333333,-253991,-4.233183333333334,96.59558999954635,100169.97887530562
1656909113,182000,2457999,43.77289581298828,3.2929999828338623,3.0219781398773193,34,11,0,2022-07-04T07:31:53,-252,-4.1969666666666665,-252974,-4.216233333333333,96.30009449120513,100173.4964252979
1656909118,271000,2463088,43.77289581298828,3.2929999828338623,3.02681303024292,179,11,0,2022-07-04T07:31:58,-247,-4.112150000000001,-247885,-4.1314166666666665,93.85619828603807,100202.58834951457
1656909119,289000,2464106,43.77289581298828,3.2909998893737793,3.02681303024292,208,11,0,2022-07-04T07:31:59,-246,-4.095183333333334,-246867,-4.11445,93.09090696621539,100211.69828982899
1656909120,307000,2465124,43.77289581298828,3.2909998893737793,3.083223342895508,237,11,0,2022-07-04T07:32:00,-245,-4.078216666666667,-245849,-4.097483333333333,95.05374538033635,100188.33285328533
1656909121,325000,2466142,43.77289581298828,3.2909998893737793,3.0848350524902344,10,11,0,2022-07-04T07:32:01,-244,-4.06125,-244831,-4.080516666666666,96.40499587186228,100172.2476960388
1656909122,343000,2467161,43.77289581298828,3.2929999828338623,3.02681303024292,39,11,0,2022-07-04T07:32:02,-243,-4.0442833333333335,-243812,-4.063533333333334,96.32221817491319,100173.23306666667
1656909123,362000,2468179,44.06593322753906,3.2929999828338623,3.0252015590667725,68,11,0,2022-07-04T07:32:03,-242,-4.0273,-242794,-4.046566666666667,96.09394934895833,100175.9504
1656909124,380000,2469198,43.77289581298828,3.2929999828338623,3.0252015590667725,98,11,0,2022-07-04T07:32:04,-241,-4.0103333333333335,-241775,-4.029583333333333,96.63073203096684,100169.56056701031
1656909125,398000,2470216,44.06593322753906,3.2929999828338623,3.0252015590667725,127,11,0,2022-07-04T07:32:05,-240,-3.9933666666666667,-240757,-4.012616666666667,96.98144985659981,100165.38565111214
1656909126,417000,2471234,43.77289581298828,3.2909998893737793,3.071941375732422,156,11,0,2022-07-04T07:32:06,-239,-3.976383333333333,-239739,-3.99565,97.09445018817408,100164.04052537786
1656909127,436000,2472253,43.77289581298828,3.2880001068115234,3.0767765045166016,185,11,0,2022-07-04T07:32:07,-238,-3.9594,-238720,-3.978666666666667,97.21556047176368,100162.59881852553
1656909128,454000,2473272,43.77289581298828,3.2929999828338623,3.0252015590667725,214,11,0,2022-07-04T07:32:08,-237,-3.9424333333333332,-237701,-3.9616833333333332,97.33680357906003,100161.15552930057
